Q1_Age,Q2_Gender,Q3_Country,Q4_Education,Q5_MonthlyIncome,Q6_HouseholdSize,Q7_EmploymentStatus,Q8_SportsCount,Q9_SportsPractised,Q10_HoursPerWeek,Q11_Competitiveness,Q12_SportsIdentity,Q13_SpendLast12Months,Q14_FreqBuyOnline,Q15_FreqBuyStore,Q16_OnlineFactorRanking,Q17_BrandsBought,Q18_MaxDeliveryWindow,Q19_BiggestFrustration,Q20_SatisfactionMultiBrand,Q21_SustainabilityImportance,Q22_CartAbandonDueSplit,Q23_WaitSinglePackage,Q24_IssueRanking,Q25_AppealSingleCart,Q26_InterestAlgoBrand,Q27_LikelihoodBundleDeals,Q28_InterestPersonalDiscount,Q29_AppealEmpathyDelivery,Q30_LikelihoodSustainScore,Q31_PrimaryDownloadDriver,Q32_DeliveryMaxAllBrands,Q33_MinDiscountSwitch,Q34_PremiumMembershipFee,Q35_InstallLikelihoodPct,Q36_RecommendNPS,Q37_EnjoyNewApps,Q38_QualityOverDiscount,Q39_ShareFitnessSocial,Q40_SustainabilityInfluence,Q41_PrimaryMotivation,Q42_FrustrationText,Q43_ChangeDeliveryText,Q44_DeviceType,Q45_CompletionTimeSec,HighIntent
24,Male,US,Master’s degree,3661.0,4,Self-employed / freelancer,3,"Yoga/Pilates,Basketball,Football/Soccer",15.3,3,2,4761.0,Occasionally,Never,"Brand,Sustainability,Price,Easy returns,Customer reviews,Speed of delivery,Style","Local/Other,Lululemon,Nike,Decathlon",1–2 weeks,Lack of sustainability info,4,4,Yes,No,"Poor tracking updates,Slow delivery,Split shipments,High shipping fees,Limited eco-friendly options",4,4,3,4,5,1,Product sustainability information,1–2 weeks,25,36.0,100.0,10,3,4,1,4,Appearance / aesthetics,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,403,1
29,Female,Brazil,Master’s degree,3042.0,6,"Unemployed, looking for work",3,"Cycling,Gym/Fitness,Yoga/Pilates",7.7,1,1,5118.0,Frequently,Rarely,"Sustainability,Price,Brand,Speed of delivery,Easy returns,Customer reviews,Style","Nike,Decathlon,Lululemon,Puma",1 day,Limited sizing,4,1,No,Yes,"Limited eco-friendly options,Split shipments,Slow delivery,High shipping fees,Poor tracking updates",3,3,4,4,5,3,Personalised offers & discounts,2–3 days,30+,65.0,100.0,10,4,2,5,4,Competition / performance,Sizing charts are confusing.,Offer faster standard shipping.,Laptop or desktop computer,289,1
34,Male,Canada,Master’s degree,4722.0,6,Self-employed / freelancer,1,Basketball,4.5,2,3,2493.0,Rarely,Frequently,"Sustainability,Speed of delivery,Brand,Price,Customer reviews,Style,Easy returns","Puma,Under Armour",2–3 days,Long delivery times,3,1,Yes,No,"Poor tracking updates,Slow delivery,High shipping fees,Limited eco-friendly options,Split shipments",4,4,2,3,4,4,Product sustainability information,1–2 weeks,30+,77.0,99.1,10,3,4,4,3,Competition / performance,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,214,1
37,Female,France,Other,12026.0,3,Full-time employee,1,Running/Jogging,5.8,4,4,5426.0,Always,Frequently,"Brand,Customer reviews,Speed of delivery,Price,Easy returns,Style,Sustainability",Local/Other,2–3 days,Long delivery times,2,2,No,Yes,"High shipping fees,Poor tracking updates,Split shipments,Slow delivery,Limited eco-friendly options",5,5,1,4,4,4,Single-cart checkout,No preference,10,16.0,59.3,5,5,3,5,4,Competition / performance,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,264,0
20,Female,Canada,High-school diploma / equivalent,2126.0,5,Full-time employee,1,Football/Soccer,0.1,2,2,4049.0,Always,Occasionally,"Sustainability,Price,Brand,Easy returns,Style,Customer reviews,Speed of delivery","Under Armour,Decathlon,Puma,Local/Other",1–2 weeks,Other,1,5,Yes,Yes,"Slow delivery,High shipping fees,Split shipments,Limited eco-friendly options,Poor tracking updates",4,1,3,4,2,3,Something else,4–7 days,25,31.0,65.3,9,5,4,4,3,Competition / performance,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,423,0
27,Male,Germany,Less than high-school,3131.0,4,Full-time employee,1,Basketball,3.1,1,1,3725.0,Frequently,Occasionally,"Price,Brand,Style,Speed of delivery,Customer reviews,Sustainability,Easy returns","Lululemon,Nike,Local/Other,Under Armour",4–7 days,Long delivery times,3,1,No,Maybe,"Split shipments,High shipping fees,Slow delivery,Limited eco-friendly options,Poor tracking updates",3,5,4,3,4,5,Something else,2–3 days,15,60.0,70.0,7,5,4,3,4,Stress relief / mental health,Shipping costs are high.,Offer faster standard shipping.,Smartphone,427,0
26,Female,India,Bachelor’s degree,8588.0,7,Full-time employee,2,"Gym/Fitness,Swimming",8.6,4,3,3794.0,Never,Frequently,"Easy returns,Price,Brand,Sustainability,Customer reviews,Speed of delivery,Style","Lululemon,Adidas,Puma",More than 2 weeks,Lack of sustainability info,3,2,No,Maybe,"Split shipments,High shipping fees,Limited eco-friendly options,Slow delivery,Poor tracking updates",4,2,2,4,3,4,Personalised offers & discounts,2–3 days,15,56.0,84.6,6,2,2,5,3,Overall health,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,215,0
25,Male,UK,High-school diploma / equivalent,9816.0,2,Self-employed / freelancer,3,"Gym/Fitness,Football/Soccer,Cycling",9.6,3,4,16576.0,Frequently,Always,"Brand,Price,Speed of delivery,Style,Sustainability,Customer reviews,Easy returns","Adidas,Nike,Lululemon,Under Armour",2–3 days,Limited sizing,4,5,No,Yes,"High shipping fees,Slow delivery,Limited eco-friendly options,Split shipments,Poor tracking updates",5,4,4,3,5,3,Product sustainability information,2–3 days,25,33.0,100.0,10,4,3,4,3,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,307,1
44,Non-binary / gender-diverse,France,Less than high-school,5376.0,4,Full-time employee,4,"Swimming,Gym/Fitness,Football/Soccer,Yoga/Pilates",14.1,4,4,15122.0,Frequently,Frequently,"Price,Speed of delivery,Sustainability,Style,Brand,Easy returns,Customer reviews",Nike,1–2 weeks,Long delivery times,3,2,Yes,No,"Split shipments,High shipping fees,Slow delivery,Limited eco-friendly options,Poor tracking updates",3,4,3,4,3,5,Product sustainability information,2–3 days,10,62.0,100.0,9,2,4,4,5,Socialising / community,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,170,1
33,Female,France,Bachelor’s degree,3084.0,6,Full-time employee,2,"Swimming,Football/Soccer",7.5,4,5,6883.0,Always,Frequently,"Style,Sustainability,Brand,Price,Customer reviews,Speed of delivery,Easy returns","Under Armour,Puma,Decathlon",2–3 days,Limited sizing,3,5,No,Maybe,"High shipping fees,Split shipments,Slow delivery,Poor tracking updates,Limited eco-friendly options",2,3,4,4,3,3,Product sustainability information,1–2 weeks,15,90.0,93.1,10,4,4,4,2,Socialising / community,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,426,1
20,Female,Canada,Master’s degree,10229.0,4,Part-time employee,3,"Running/Jogging,Football/Soccer,Yoga/Pilates",9.3,4,4,7668.0,Always,Rarely,"Price,Sustainability,Style,Speed of delivery,Easy returns,Brand,Customer reviews","Lululemon,Decathlon,Adidas",2–3 days,Other,3,4,Yes,Yes,"Poor tracking updates,Slow delivery,Split shipments,Limited eco-friendly options,High shipping fees",2,4,4,4,4,2,Single-cart checkout,2–3 days,20,70.0,100.0,10,3,2,3,5,Stress relief / mental health,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,252,1
37,Female,France,Bachelor’s degree,9951.0,3,Student,2,"Cycling,Gym/Fitness",6.6,2,3,2372.0,Always,Occasionally,"Easy returns,Brand,Price,Style,Sustainability,Speed of delivery,Customer reviews","Nike,Decathlon,Local/Other",4–7 days,Long delivery times,3,1,Yes,Yes,"Split shipments,Poor tracking updates,Slow delivery,High shipping fees,Limited eco-friendly options",4,5,2,3,3,3,Personalised offers & discounts,4–7 days,5,50.0,100.0,10,5,3,4,2,Overall health,Sizing charts are confusing.,Make packaging eco-friendly.,Tablet,238,1
47,Male,Germany,Bachelor’s degree,7545.0,1,Full-time employee,1,Gym/Fitness,5.3,3,4,2620.0,Rarely,Rarely,"Sustainability,Speed of delivery,Style,Price,Brand,Customer reviews,Easy returns","Lululemon,Puma,Decathlon,Nike",1 day,Lack of sustainability info,2,1,No,Yes,"Split shipments,Slow delivery,High shipping fees,Limited eco-friendly options,Poor tracking updates",4,3,3,4,4,1,Single-cart checkout,4–7 days,25,16.0,74.3,7,2,2,3,4,Competition / performance,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,183,0
38,Female,UK,Bachelor’s degree,3835.0,2,Full-time employee,2,"Gym/Fitness,Basketball",5.6,4,5,5643.0,Always,Frequently,"Price,Brand,Customer reviews,Sustainability,Speed of delivery,Style,Easy returns",Adidas,2–3 days,Limited sizing,2,4,Yes,Yes,"Split shipments,Poor tracking updates,High shipping fees,Limited eco-friendly options,Slow delivery",4,2,3,4,5,5,Single-cart checkout,More than 2 weeks,15,26.0,100.0,10,4,4,5,2,Overall health,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,386,1
18,Female,UAE,High-school diploma / equivalent,4241.0,5,Full-time employee,2,"Swimming,Gym/Fitness",7.7,2,2,7550.0,Frequently,Occasionally,"Brand,Speed of delivery,Customer reviews,Easy returns,Sustainability,Price,Style","Under Armour,Decathlon,Adidas,Nike",2–3 days,Difficult returns,3,5,Yes,Yes,"High shipping fees,Poor tracking updates,Split shipments,Slow delivery,Limited eco-friendly options",4,4,3,4,4,4,Single-cart checkout,2–3 days,20,41.0,100.0,10,2,4,1,4,Competition / performance,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,344,1
26,Female,Brazil,Less than high-school,4425.0,7,Self-employed / freelancer,3,"Yoga/Pilates,Gym/Fitness,Football/Soccer",8.1,1,1,8440.0,Frequently,Frequently,"Price,Customer reviews,Easy returns,Sustainability,Speed of delivery,Brand,Style","Under Armour,Puma,Decathlon,Local/Other",2–3 days,Other,1,5,Yes,Maybe,"Split shipments,Slow delivery,High shipping fees,Poor tracking updates,Limited eco-friendly options",4,5,4,5,5,4,Single-cart checkout,1–2 weeks,30+,24.0,100.0,10,4,5,4,3,Appearance / aesthetics,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,173,1
40,Female,Canada,Master’s degree,6171.0,3,Full-time employee,1,Gym/Fitness,3.6,3,4,4073.0,Occasionally,Occasionally,"Price,Brand,Sustainability,Style,Customer reviews,Easy returns,Speed of delivery",Decathlon,1–2 weeks,Long delivery times,3,3,Yes,Maybe,"Slow delivery,High shipping fees,Split shipments,Limited eco-friendly options,Poor tracking updates",4,5,5,5,1,4,Product sustainability information,4–7 days,20,40.0,63.7,5,4,4,5,5,Appearance / aesthetics,Sizing charts are confusing.,Make packaging eco-friendly.,Other,123,0
24,Female,Brazil,Bachelor’s degree,8255.0,5,Part-time employee,1,Basketball,4.7,1,1,11003.0,Occasionally,Frequently,"Customer reviews,Brand,Price,Sustainability,Speed of delivery,Easy returns,Style",Decathlon,2–3 days,Lack of sustainability info,4,3,Yes,Yes,"Split shipments,Limited eco-friendly options,Slow delivery,Poor tracking updates,High shipping fees",4,3,4,4,2,4,Single-cart checkout,1–2 weeks,25,59.0,100.0,10,4,5,1,4,Appearance / aesthetics,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,423,1
34,Male,UAE,Master’s degree,7266.0,2,Full-time employee,1,Basketball,6.9,5,5,2466.0,Occasionally,Occasionally,"Brand,Sustainability,Speed of delivery,Price,Customer reviews,Easy returns,Style","Lululemon,Nike",More than 2 weeks,Limited sizing,3,3,No,Yes,"Slow delivery,Split shipments,High shipping fees,Poor tracking updates,Limited eco-friendly options",3,5,5,3,5,4,Personalised offers & discounts,More than 2 weeks,5,70.0,97.4,10,3,3,3,1,Competition / performance,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,174,1
36,Male,Canada,Less than high-school,3386.0,2,Full-time employee,4,"Gym/Fitness,Basketball,Cycling,Yoga/Pilates",12.3,4,3,11024.0,Rarely,Occasionally,"Speed of delivery,Brand,Price,Sustainability,Easy returns,Customer reviews,Style",Puma,1–2 weeks,High prices,2,4,Yes,No,"Split shipments,Poor tracking updates,Slow delivery,High shipping fees,Limited eco-friendly options",3,4,5,5,2,5,Single-cart checkout,2–3 days,15,18.0,100.0,9,1,3,2,4,Socialising / community,Sizing charts are confusing.,Make packaging eco-friendly.,Smartphone,152,1
23,Female,Canada,Master’s degree,7927.0,10,"Unemployed, looking for work",2,"Running/Jogging,Cycling",9.3,2,3,6749.0,Occasionally,Frequently,"Brand,Speed of delivery,Sustainability,Price,Customer reviews,Easy returns,Style","Puma,Local/Other",2–3 days,Lack of sustainability info,5,3,No,Yes,"Split shipments,High shipping fees,Limited eco-friendly options,Poor tracking updates,Slow delivery",3,3,4,2,4,4,Personalised offers & discounts,4–7 days,20,102.0,100.0,10,4,4,4,4,Competition / performance,Shipping costs are high.,Make packaging eco-friendly.,Laptop or desktop computer,248,1
30,Male,UK,Bachelor’s degree,5571.0,3,Full-time employee,3,"Running/Jogging,Cycling,Gym/Fitness",8.2,2,1,6168.0,Always,Never,"Sustainability,Speed of delivery,Price,Easy returns,Brand,Customer reviews,Style","Decathlon,Adidas,Nike",4–7 days,Lack of sustainability info,4,2,No,Yes,"Limited eco-friendly options,Poor tracking updates,High shipping fees,Split shipments,Slow delivery",5,5,3,4,4,5,Product sustainability information,1–2 weeks,20,31.0,84.1,10,5,1,3,5,Competition / performance,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,332,1
16,Female,Brazil,Bachelor’s degree,5564.0,3,Full-time employee,3,"Basketball,Gym/Fitness,Cycling",10.0,5,5,6327.0,Never,Always,"Brand,Speed of delivery,Customer reviews,Price,Easy returns,Style,Sustainability","Puma,Adidas",4–7 days,High prices,2,4,Yes,Maybe,"Slow delivery,High shipping fees,Split shipments,Poor tracking updates,Limited eco-friendly options",5,3,5,4,4,5,Single-cart checkout,More than 2 weeks,5,9.0,100.0,10,4,5,5,4,Stress relief / mental health,Sizing charts are confusing.,Make packaging eco-friendly.,Tablet,148,1
22,Female,US,Bachelor’s degree,8129.0,4,Full-time employee,1,Running/Jogging,9.4,3,4,3743.0,Rarely,Occasionally,"Price,Brand,Sustainability,Speed of delivery,Easy returns,Customer reviews,Style","Local/Other,Nike,Lululemon",1–2 weeks,High prices,2,3,No,Maybe,"Split shipments,High shipping fees,Slow delivery,Poor tracking updates,Limited eco-friendly options",3,4,4,5,4,3,Personalised offers & discounts,2–3 days,20,16.0,39.0,2,5,5,4,4,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Laptop or desktop computer,314,0
28,Male,Brazil,Master’s degree,3088.0,5,Full-time employee,2,"Basketball,Cycling",10.8,4,3,2203.0,Rarely,Occasionally,"Price,Customer reviews,Brand,Easy returns,Sustainability,Speed of delivery,Style","Under Armour,Nike",1–2 weeks,Difficult returns,4,1,No,No,"Split shipments,Poor tracking updates,High shipping fees,Slow delivery,Limited eco-friendly options",2,5,5,5,4,4,Product sustainability information,4–7 days,10,25.0,100.0,10,5,2,4,4,Competition / performance,Shipping costs are high.,Offer faster standard shipping.,Laptop or desktop computer,185,1
20,Male,India,Bachelor’s degree,4360.0,3,Full-time employee,3,"Running/Jogging,Gym/Fitness,Swimming",7.5,3,4,5984.0,Occasionally,Frequently,"Style,Price,Easy returns,Customer reviews,Brand,Sustainability,Speed of delivery","Decathlon,Nike,Lululemon",4–7 days,Difficult returns,3,4,Yes,No,"Split shipments,Poor tracking updates,High shipping fees,Limited eco-friendly options,Slow delivery",5,4,4,5,5,5,Single-cart checkout,2–3 days,5,98.0,90.6,10,4,5,5,5,Socialising / community,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,214,1
43,Female,India,Bachelor’s degree,4490.0,2,Full-time employee,2,"Running/Jogging,Cycling",6.0,4,4,6105.0,Always,Frequently,"Customer reviews,Brand,Price,Easy returns,Speed of delivery,Sustainability,Style","Adidas,Under Armour",1 day,Difficult returns,2,4,Yes,No,"Split shipments,High shipping fees,Poor tracking updates,Slow delivery,Limited eco-friendly options",4,4,5,4,3,5,Single-cart checkout,1–2 weeks,15,48.0,56.9,7,4,1,3,4,Appearance / aesthetics,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,246,0
19,Male,Canada,Other,2336.0,3,Full-time employee,4,"Yoga/Pilates,Football/Soccer,Gym/Fitness,Swimming",15.4,4,5,6795.0,Rarely,Occasionally,"Speed of delivery,Sustainability,Brand,Customer reviews,Price,Style,Easy returns","Lululemon,Nike,Under Armour",4–7 days,Lack of sustainability info,3,3,No,Yes,"High shipping fees,Split shipments,Slow delivery,Poor tracking updates,Limited eco-friendly options",3,4,5,4,4,1,Single-cart checkout,More than 2 weeks,20,113.0,80.0,7,3,2,4,4,Appearance / aesthetics,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,190,0
26,Female,US,Master’s degree,5420.0,2,Full-time employee,1,Swimming,6.9,1,2,747.0,Rarely,Always,"Price,Sustainability,Brand,Customer reviews,Speed of delivery,Easy returns,Style","Nike,Adidas,Local/Other",1–2 weeks,Lack of sustainability info,5,4,No,Yes,"High shipping fees,Poor tracking updates,Split shipments,Limited eco-friendly options,Slow delivery",2,3,5,3,3,3,Personalised offers & discounts,4–7 days,30+,40.0,65.5,7,5,2,4,4,Overall health,Shipping costs are high.,Make packaging eco-friendly.,Smartphone,362,0
31,Male,Australia,Bachelor’s degree,13556.0,1,Self-employed / freelancer,0,,3.6,2,2,596.0,Always,Never,"Speed of delivery,Sustainability,Style,Easy returns,Price,Brand,Customer reviews","Under Armour,Puma",4–7 days,Lack of sustainability info,4,4,No,Maybe,"High shipping fees,Slow delivery,Limited eco-friendly options,Split shipments,Poor tracking updates",1,5,4,5,4,4,Product sustainability information,2–3 days,20,30.0,74.2,7,4,4,2,5,Overall health,Shipping costs are high.,Offer faster standard shipping.,Laptop or desktop computer,468,0
42,Female,UAE,Bachelor’s degree,2637.0,4,Student,3,"Yoga/Pilates,Basketball,Swimming",9.4,3,3,2549.0,Always,Rarely,"Sustainability,Speed of delivery,Style,Customer reviews,Price,Brand,Easy returns",Lululemon,1–2 weeks,Difficult returns,3,4,Yes,Yes,"High shipping fees,Split shipments,Slow delivery,Poor tracking updates,Limited eco-friendly options",4,5,4,4,2,1,Personalised offers & discounts,2–3 days,20,104.0,77.2,9,5,5,5,5,Stress relief / mental health,Shipping costs are high.,Offer faster standard shipping.,Smartphone,180,1
19,Male,Germany,Bachelor’s degree,4318.0,3,Full-time employee,3,"Yoga/Pilates,Football/Soccer,Basketball",10.5,5,5,4179.0,Never,Occasionally,"Price,Sustainability,Speed of delivery,Brand,Easy returns,Customer reviews,Style",Under Armour,4–7 days,Limited sizing,3,5,Yes,Yes,"Split shipments,Poor tracking updates,Limited eco-friendly options,High shipping fees,Slow delivery",3,4,5,5,4,3,Single-cart checkout,4–7 days,10,39.0,80.3,7,1,3,4,5,Overall health,Shipping costs are high.,Offer faster standard shipping.,Smartphone,362,0
39,Female,US,High-school diploma / equivalent,6922.0,7,Part-time employee,4,"Running/Jogging,Gym/Fitness,Cycling,Yoga/Pilates",12.5,1,1,3176.0,Frequently,Occasionally,"Price,Customer reviews,Brand,Speed of delivery,Sustainability,Easy returns,Style","Under Armour,Decathlon,Nike,Adidas",1 day,Lack of sustainability info,2,4,Yes,Yes,"High shipping fees,Split shipments,Slow delivery,Poor tracking updates,Limited eco-friendly options",4,5,5,2,3,3,Single-cart checkout,No preference,10,66.0,100.0,10,4,5,5,3,Overall health,Shipping costs are high.,Offer faster standard shipping.,Smartphone,322,1
30,Male,Germany,Bachelor’s degree,5163.0,3,Full-time employee,2,"Basketball,Gym/Fitness",6.9,3,3,5683.0,Frequently,Occasionally,"Customer reviews,Style,Brand,Price,Speed of delivery,Sustainability,Easy returns","Nike,Under Armour,Decathlon",More than 2 weeks,Lack of sustainability info,3,4,No,Yes,"High shipping fees,Split shipments,Slow delivery,Poor tracking updates,Limited eco-friendly options",5,4,3,3,3,3,Single-cart checkout,1–2 weeks,20,32.0,100.0,10,4,3,5,3,Overall health,Sizing charts are confusing.,Offer faster standard shipping.,Smartphone,208,1
